,name,company,year,Price,kms_driven,fuel_type
368,Suzuki Estilo LX BS IV,Maruti,2007,115000.0,36000.0,Petrol
369,A6 2.0 TDI Premium,Audi,2012,1599000.0,11500.0,Diesel
370,Suzuki Wagon R LXi BS III,Maruti,2003,130000.0,133000.0,Petrol
371,Suzuki Wagon R,Maruti,2009,159000.0,27000.0,Petrol
372,Suzuki Wagon R,Maruti,2009,160000.0,35000.0,Petrol
373,Suzuki Alto,Maruti,2010,110000.0,55000.0,Petrol
374,Suzuki Baleno Sigma 1.2,Maruti,2016,425000.0,40000.0,Petrol
375,Verna 1.6 SX VTVT AT,Hyundai,2019,900000.0,2000.0,Petrol
376,Suzuki Swift GLAM,Maruti,2009,150000.0,45000.0,Petrol
377,Getz Prime 1.3 GVS,Hyundai,2009,110000.0,20000.0,Petrol
378,Getz Prime 1.3 GLX,Hyundai,2009,115000.0,20000.0,Petrol
379,Beat PS Diesel,Chevrolet,2012,215000.0,65422.0,Diesel
380,EcoSport Trend 1.5 Ti VCT,Ford,2017,580000.0,10000.0,Petrol
381,Suzuki Dzire ZXI,Maruti,2013,380000.0,35000.0,Petrol
382,Fluidic Verna 1.6 CRDi SX,Hyundai,2013,350000.0,117000.0,Diesel
383,X1 xDrive20d xLine,BMW,2011,1150000.0,72000.0,Diesel
384,i20 Asta 1.2,Hyundai,2010,300000.0,10750.0,Petrol
385,City 1.5 V AT,Honda,2009,269000.0,55000.0,Petrol
386,Cruze LTZ AT,Chevrolet,2014,400000.0,41000.0,Diesel
387,Verna Fluidic New,Hyundai,2015,430000.0,73000.0,Diesel
388,Suzuki Swift Dzire VDi,Maruti,2011,140000.0,65000.0,Diesel
389,XUV500 W10,Mahindra,2018,1299000.0,40000.0,Diesel
390,Suzuki Alto K10 LXi CNG,Maruti,2014,199000.0,37000.0,Petrol
391,Motors One SUV,Force,2013,550000.0,140000.0,Diesel
392,Suzuki Alto,Maruti,2019,265000.0,9800.0,Petrol
393,i10,Hyundai,2009,215000.0,27000.0,Petrol
394,Etios Liva GD,Toyota,2012,380000.0,20000.0,Diesel
395,Duster 85PS Diesel RxL Optional with Nav,Renault,2013,401919.0,57923.0,Diesel
396,Enjoy,Chevrolet,2014,490000.0,30201.0,Diesel
397,Suzuki Alto 800 Lxi,Maruti,2017,280000.0,6200.0,Petrol
398,5 Series 530i,BMW,2009,650000.0,37518.0,Petrol
399,Etios Liva G,Toyota,2014,160000.0,24652.0,Petrol
400,Beat LS Diesel,Chevrolet,2016,225000.0,95000.0,Diesel
401,Cruze LTZ,Chevrolet,2011,350000.0,35000.0,Diesel
402,Wrangler Unlimited 4x4 Diesel,Jeep,2015,950000.0,3528.0,Diesel
403,Suzuki Ertiga VDi,Maruti,2013,485000.0,52500.0,Diesel
404,Verna VGT CRDi SX ABS,Hyundai,2010,205000.0,47900.0,Diesel
405,Suzuki Omni,Maruti,2012,160000.0,14000.0,Petrol
406,Suzuki Celerio VDi,Maruti,2018,310000.0,37000.0,Petrol
407,Zest Quadrajet 1.3,Tata,2017,180000.0,90000.0,Diesel
408,XUV500 W6,Mahindra,2013,549900.0,52800.0,Diesel
409,Indigo CS eLX BS IV,Tata,2016,150000.0,104000.0,Diesel
410,i10 Era,Hyundai,2011,175000.0,30000.0,Petrol
411,Indigo LX TDI BS III,Tata,2016,230000.0,104000.0,Diesel
412,Indigo eCS LX CR4 BS IV,Tata,2016,230000.0,104000.0,Diesel
413,Indigo Marina LS,Tata,2004,180000.0,70000.0,Diesel
414,Xcent SX 1.2,Hyundai,2015,400000.0,43000.0,Diesel
415,Eon Magna Plus,Hyundai,2013,185000.0,23000.0,Petrol
416,Duster 85 PS RxL Diesel,Renault,2015,385000.0,51000.0,Diesel
417,Duster 110 PS RxZ Diesel,Renault,2013,435000.0,39000.0,Diesel
418,Suzuki Wagon R AX BSIV,Maruti,2010,225000.0,40000.0,Petrol
419,Suzuki Swift,Maruti,2006,189700.0,48247.0,Petrol
420,Suzuki Ertiga,Maruti,2012,389700.0,39000.0,Diesel
421,Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2014,365000.0,23000.0,Petrol
422,Suzuki Alto K10 New,Maruti,2017,360000.0,9400.0,Petrol
423,i20 Magna,Hyundai,2010,210000.0,50000.0,Petrol
424,i10 Magna 1.2,Hyundai,2009,170000.0,75000.0,Petrol
425,Zest XE 75 PS Diesel,Tata,2017,380000.0,70000.0,Diesel
426,Xylo E8,Mahindra,2009,295000.0,64000.0,Diesel
427,Corolla Altis GL Petrol,Toyota,2010,185000.0,55000.0,Petrol
428,Manza Aqua Quadrajet,Tata,2014,160000.0,200000.0,Diesel
429,Kwid 1.0,Renault,2018,290000.0,2137.0,Petrol
430,Suzuki Swift Dzire Tour LXi,Maruti,2014,315000.0,44000.0,Petrol
431,Octavia Classic 1.9 TDI MT,Skoda,2006,114990.0,65000.0,Diesel
432,Suzuki Omni LPG BS IV,Maruti,2012,120000.0,160000.0,LPG
433,Beat Diesel,Chevrolet,2011,125000.0,56000.0,Diesel
434,Sumo Gold EX BS IV,Tata,2012,210000.0,75000.0,Diesel
435,Verna 1.6 CRDI SX,Hyundai,2018,855000.0,42000.0,Diesel
436,Scorpio 2.6 CRDe,Mahindra,2007,260000.0,56000.0,Diesel
437,Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2011,255000.0,64000.0,Petrol
438,Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2008,300000.0,70000.0,Diesel
439,Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014,340000.0,25000.0,Petrol
440,Elite i20 Sportz 1.2,Hyundai,2017,550000.0,15000.0,Petrol
441,Innova 2.5 V 7 STR,Toyota,2011,750000.0,147000.0,Diesel
442,Sunny XL,Nissan,2011,230000.0,52000.0,Petrol
443,Beat LT Diesel,Chevrolet,2012,130000.0,90001.0,Diesel
444,Suzuki Alto 800 Lxi,Maruti,2017,270000.0,21000.0,Petrol
445,Suzuki Swift VDi BS IV,Maruti,2012,280000.0,48006.0,Diesel
446,Suzuki Swift,Maruti,2012,280000.0,48006.0,Diesel
447,Innova 2.0 G4,Toyota,2012,600000.0,80000.0,Diesel
448,Suzuki Swift VDi ABS,Maruti,2010,190000.0,74000.0,Diesel
449,Elite i20 Asta 1.2,Hyundai,2015,500000.0,22000.0,Petrol
450,XUV500 W10,Mahindra,2016,1065000.0,41000.0,Diesel
451,Polo Trendline 1.5L D,Volkswagen,2015,350000.0,25000.0,Diesel
452,Etios Liva Diesel,Toyota,2012,350000.0,85000.0,Diesel
453,TUV300 T4 Plus,Mahindra,2016,540000.0,29500.0,Diesel
454,Elite i20 Asta 1.2,Hyundai,2015,470000.0,30000.0,Petrol
455,Santro Xing GLS,Hyundai,2014,179000.0,57000.0,Petrol
456,Suzuki Ciaz ZXi Plus RS,Maruti,2016,650000.0,50000.0,Petrol
457,Eon Era Plus,Hyundai,2013,190000.0,39700.0,Petrol
458,Elantra 1.8 S,Hyundai,2012,500000.0,65000.0,Petrol
459,Suzuki Swift VDi,Maruti,2010,270000.0,67000.0,Diesel
460,Suzuki Zen Estilo LXI Green CNG,Maruti,2008,125000.0,46000.0,Petrol
461,Eon Era Plus,Hyundai,2012,188000.0,38000.0,Petrol
462,Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2016,380000.0,27000.0,Petrol
463,Verna Fluidic New,Hyundai,2011,365000.0,43000.0,Diesel
464,EcoSport Trend 1.5L Ti VCT,Ford,2014,465000.0,47000.0,Petrol
465,i20 Magna,Hyundai,2011,240000.0,42000.0,Petrol
466,Beat Diesel,Chevrolet,2016,179999.0,19336.0,Diesel
467,Indica eV2 LS,Tata,2015,140000.0,60105.0,Diesel
468,XF 2.2 Diesel Luxury,Jaguar,2013,2190000.0,29000.0,Diesel
469,Q5 2.0 TDI quattro Premium Plus,Audi,2014,2390000.0,34000.0,Diesel
470,3 Series 320d Sedan,BMW,2011,1075000.0,35000.0,Diesel
471,Suzuki Swift ZXi 1.2 BS IV,Maruti,2015,475000.0,22000.0,Petrol
472,X1 sDrive20d,BMW,2012,1025000.0,41000.0,Diesel
473,Suzuki S Cross Sigma 1.3,Maruti,2016,615000.0,21000.0,Diesel
474,Suzuki Ertiga LDi,Maruti,2013,475000.0,48000.0,Diesel
475,Suzuki Alto K10 VXi AMT,Maruti,2016,270000.0,38000.0,Petrol
476,City SV,Honda,2014,475000.0,34000.0,Diesel
477,Vento Comfortline Petrol,Volkswagen,2011,240000.0,45933.0,Petrol
478,City 1.5 EXi New,Honda,2005,120000.0,68000.0,Petrol
479,A4 2.0 TDI 177bhp Premium,Audi,2016,1900000.0,44000.0,Diesel
480,KUV100,Mahindra,2017,360000.0,35000.0,Diesel
481,Zest XE 75 PS Diesel,Tata,2018,450000.0,102563.0,Diesel
482,XUV500 W8,Mahindra,2015,900000.0,28600.0,Diesel
483,Suzuki Swift Dzire Tour VDi,Maruti,2017,650000.0,41800.0,Diesel
484,Sumo Gold LX BS IV,Tata,2014,275000.0,116000.0,Diesel
485,Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2009,210000.0,59000.0,Petrol
486,Scorpio 2.6 SLX,Mahindra,2004,175000.0,58000.0,Diesel
487,Pajero Sport Limited Edition,Mitsubishi,2015,1490000.0,42590.0,Diesel
488,Duster,Renault,2014,800000.0,7400.0,Diesel
489,Jetta Comfortline 1.9 TDI AT,Volkswagen,2009,450000.0,54500.0,Diesel
490,Suzuki Ertiga Vxi,Maruti,2012,1000000.0,200000.0,Diesel
491,A4 2.0 TDI 177bhp Premium,Audi,2013,1510000.0,27000.0,Diesel
492,S80 Summum D4,Volvo,2015,1850000.0,42000.0,Diesel
493,Corolla Altis VL AT Petrol,Toyota,2014,790000.0,29000.0,Petrol
494,Pajero Sport 2.5 AT,Mitsubishi,2015,1725000.0,37000.0,Diesel
495,Beat LT Petrol,Chevrolet,2012,135000.0,36000.0,Petrol
496,X1,BMW,2011,1000000.0,34000.0,Diesel
497,Redi GO S,Datsun,2018,299999.0,7000.0,Petrol
498,Benz C Class C 220 CDI Avantgarde,Mercedes,2009,1225000.0,76000.0,Diesel
499,Scorpio SLX,Mahindra,2004,175000.0,60000.0,Diesel
500,Vento Comfortline Diesel,Volkswagen,2011,200000.0,95000.0,Diesel
501,Indigo CS GLS,Tata,2017,270000.0,50000.0,Diesel
502,City ZX GXi,Honda,2006,180000.0,50000.0,Petrol
503,Suzuki Wagon R Duo Lxi,Maruti,2008,140000.0,68000.0,Petrol
504,EcoSport Trend 1.5L TDCi,Ford,2014,400000.0,16000.0,Petrol
505,Suzuki Swift Dzire VDi,Maruti,2016,499000.0,51000.0,Diesel
506,Duster RxL Petrol,Renault,2015,550000.0,36000.0,Petrol
507,Suzuki Swift VXi 1.2 BS IV,Maruti,2014,370000.0,11523.0,Petrol
508,Suzuki Baleno Zeta 1.2,Maruti,2018,690000.0,1000.0,Petrol
509,WR V S MT Petrol,Honda,2009,250000.0,60000.0,Petrol
510,Indigo CS eLX BS IV,Tata,2016,110000.0,85000.0,Diesel
511,Duster 110 PS RxL Diesel,Renault,2013,490000.0,38600.0,Diesel
512,Scorpio LX BS III,Mahindra,2009,320000.0,95500.0,Diesel
513,Suzuki Wagon R LXi BS III,Maruti,2014,130000.0,37458.0,Petrol
514,Suzuki SX4 Celebration Diesel,Maruti,2016,970000.0,85960.0,Diesel
515,A3 Cabriolet 40 TFSI,Audi,2015,3100000.0,12516.0,Petrol
516,Eon D Lite Plus,Hyundai,2018,280000.0,35000.0,Petrol
517,Scorpio SLX,Mahindra,2008,285000.0,80000.0,Diesel
518,Santro AE GLS Audio,Hyundai,2011,165000.0,45000.0,Petrol
519,Suzuki Swift Dzire Tour VDi,Maruti,2009,250000.0,51000.0,Diesel
520,Xylo D2 BS IV,Mahindra,2011,390000.0,48000.0,Diesel
521,Beat LT Diesel,Chevrolet,2015,215000.0,90000.0,Diesel
522,Suzuki Swift Dzire VDi,Maruti,2015,475000.0,43000.0,Diesel
523,XUV500 W8,Mahindra,2015,899000.0,53000.0,Diesel
524,Fortuner 3.0 4x4 MT,Toyota,2013,1499000.0,97000.0,Diesel
525,Suzuki Alto K10 VXi,Maruti,2013,240000.0,20000.0,Petrol
526,Suzuki Swift Dzire Tour LDi,Maruti,2014,260000.0,120000.0,Diesel
527,Santro Xing XL AT eRLX Euro III,Hyundai,2007,115000.0,46000.0,Petrol
528,Xylo D2 BS IV,Mahindra,2011,390000.0,56000.0,Diesel
529,Santro Xing XL eRLX Euro III,Hyundai,2007,135000.0,42000.0,Petrol
530,i10 Sportz 1.2,Hyundai,2011,220000.0,38000.0,Petrol
531,Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2017,424999.0,2550.0,Petrol
532,Santro Xing XL AT eRLX Euro III,Hyundai,2007,135000.0,47000.0,Petrol
533,Micra XL,Nissan,2017,430000.0,62500.0,Diesel
534,City 1.5 S Inspire,Honda,2005,115000.0,68000.0,Petrol
535,Suzuki Alto 800 Lxi,Maruti,2015,215000.0,50000.0,Petrol
536,Suzuki Ertiga VDi,Maruti,2012,500000.0,48000.0,Diesel
537,Suzuki Omni E 8 STR BS IV,Maruti,2013,165000.0,25000.0,Petrol
538,Eon Era Plus,Hyundai,2014,200000.0,28400.0,Petrol
539,Eon,Hyundai,2014,200000.0,28000.0,Petrol
540,Suzuki Swift LDi,Maruti,2015,425000.0,42000.0,Diesel
541,Verna 1.6 CRDI SX Plus AT,Hyundai,2012,600000.0,29000.0,Diesel
542,Tavera LS B3 10 Seats BSII,Chevrolet,2005,130000.0,68485.0,Diesel
543,Tiago Revotron XM,Tata,2018,430000.0,3500.0,Petrol
544,KUV100 K8 D 6 STR,Mahindra,2018,560000.0,8000.0,Diesel
545,EcoSport Titanium 1.5 TDCi,Ford,2014,590000.0,34000.0,Diesel
546,Motors Ambassador Classic Mark 4 – Befo,Hindustan,1995,750000.0,37000.0,Petrol
547,Fusion 1.4 TDCi Diesel,Ford,2007,125000.0,85455.0,Diesel
548,Santro Xing XL AT eRLX Euro III,Hyundai,2007,135000.0,46000.0,Petrol
549,Linea Emotion 1.4 L T Jet Petrol,Fiat,2009,120000.0,64000.0,Petrol
550,Suzuki Omni E 8 STR BS IV,Maruti,2017,240000.0,8000.0,Petrol
551,Indica V2 LS,Tata,2012,115000.0,64000.0,Diesel
552,Scorpio S4,Mahindra,2015,795000.0,63000.0,Diesel
553,Xylo D2,Mahindra,2009,300000.0,62000.0,Diesel
554,Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2014,320000.0,41000.0,Petrol
555,Suzuki Alto 800 Lxi,Maruti,2015,265000.0,14000.0,Petrol
556,Corolla,Toyota,2006,160000.0,40000.0,Petrol
557,Eon Magna,Hyundai,2017,300000.0,1600.0,Petrol
558,Sumo Grande MKII GX,Tata,2010,130000.0,90000.0,Diesel
559,Suzuki Swift VDi,Maruti,2011,250000.0,58000.0,Diesel
560,Polo Highline1.2L P,Volkswagen,2013,380000.0,27000.0,Petrol
561,Tiago Revotron XZ,Tata,2017,400000.0,31000.0,Petrol
562,Suzuki Swift LDi,Maruti,2009,120000.0,90000.0,Diesel
563,Suzuki Swift VDi,Maruti,2009,120000.0,90000.0,Diesel
564,Indigo eCS,Tata,2016,130000.0,150000.0,Diesel
565,Beat LS Diesel,Chevrolet,2014,189000.0,31000.0,Diesel
566,Xylo E8 BS IV,Mahindra,2011,365000.0,43000.0,Diesel
567,Eon D Lite Plus,Hyundai,2013,170000.0,20000.0,Petrol
568,Sumo Gold FX BSIII,Tata,2013,215000.0,100000.0,Petrol
569,Elite i20,Hyundai,2017,599999.0,31000.0,Petrol
570,i10 Magna 1.2 Kappa2,Hyundai,2009,400000.0,33000.0,Petrol
571,Creta,Hyundai,2016,900000.0,60000.0,Diesel
572,Polo,Volkswagen,2013,299999.0,48000.0,Diesel
573,Suzuki Dzire,Maruti,2014,374999.0,33000.0,Petrol
574,Bolt XM Petrol,Tata,2015,600000.0,15000.0,Petrol
575,Suzuki Ritz,Maruti,2010,150000.0,38000.0,Diesel
576,Suzuki Alto 800 Lxi,Maruti,2017,225000.0,12500.0,Petrol
577,Suzuki Dzire,Maruti,2009,210000.0,42000.0,Petrol
578,i20 Asta,Hyundai,2014,425000.0,31000.0,Petrol
579,Suzuki Swift Select Variant,Maruti,2008,162000.0,60000.0,Diesel
580,Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,2014,650000.0,77000.0,Diesel
581,Innova 2.5 E 8 STR,Toyota,2012,750000.0,75000.0,Diesel
582,Xylo E8,Mahindra,2010,375000.0,40000.0,Diesel
583,i20 Magna 1.2,Hyundai,2011,230000.0,47000.0,Petrol
584,KUV100,Mahindra,2016,380000.0,26500.0,Petrol
585,KUV100 K8 6 STR,Mahindra,2019,560000.0,2875.0,Petrol
586,Go Plus,Datsun,2016,285000.0,13900.0,Petrol
587,Endeavor 4x4 Thunder Plus,Ford,2019,2900000.0,9000.0,Diesel
588,Suzuki Wagon R 1.0 VXi,Maruti,2016,395000.0,20000.0,Petrol
589,Suzuki Swift Select Variant,Maruti,2008,175000.0,58000.0,Diesel
590,Suzuki Alto 800 Lx,Maruti,2019,400000.0,1500.0,Petrol
591,Innova 2.5 Z Diesel 7 Seater,Toyota,2011,750000.0,75000.0,Diesel
592,Suzuki Alto 800,Maruti,2016,250000.0,2450.0,Petrol
593,Suzuki Alto AX,Maruti,2019,425000.0,1625.0,Petrol
594,Polo Highline1.2L P,Volkswagen,2017,525000.0,45000.0,Petrol
595,Logan,Mahindra,2009,130000.0,65000.0,Diesel
596,Scorpio,Mahindra,2011,475000.0,60123.0,Diesel
597,Sail 1.2 LS,Chevrolet,2013,300000.0,28000.0,Petrol
598,Eon,Hyundai,2018,260000.0,25000.0,Petrol
599,Etios G,Toyota,2013,265000.0,42000.0,Petrol
600,Qualis,Toyota,2003,180000.0,100000.0,Diesel
601,City 1.5 S MT,Honda,2009,270000.0,55000.0,Petrol
602,Zest XE 75 PS Diesel,Tata,2017,290000.0,120000.0,Diesel
603,Quanto C4,Mahindra,2013,325000.0,63000.0,Diesel
604,Indigo eCS LX CR4 BS IV,Tata,2016,160000.0,104000.0,Diesel
605,Suzuki Swift Dzire,Maruti,2016,350000.0,146000.0,Diesel
606,Elite i20,Hyundai,2011,290000.0,40000.0,Petrol
607,i20 Select Variant,Hyundai,2011,290000.0,40000.0,Petrol
608,Tavera Neo,Chevrolet,2007,465000.0,100800.0,Diesel
609,Suzuki Dzire,Maruti,2016,325000.0,150000.0,Diesel
610,Elite i20,Hyundai,2018,510000.0,2100.0,Petrol
611,City VX Petrol,Honda,2016,860000.0,95000.0,Petrol
612,Suzuki Dzire,Maruti,2016,450000.0,2500.0,Diesel
613,Getz,Hyundai,2006,125000.0,80000.0,Petrol
614,Benz C Class 200 K MT,Mercedes,2006,500001.0,15000.0,Petrol
615,Fabia,Skoda,2009,110000.0,45000.0,Petrol
616,Suzuki Ritz VXI ABS,Maruti,2011,270000.0,50000.0,Petrol
617,Indica V2 DLE BS III,Tata,2009,110000.0,30000.0,Diesel
618,Corolla Altis,Toyota,2009,300000.0,132000.0,Petrol
619,Zest XM Diesel,Tata,2018,260000.0,27000.0,Diesel
620,Quanto C8,Mahindra,2013,390000.0,40000.0,Diesel
